Geo_ID,Ship_City,Ship_State,Ship_Postal_Code,Ship_Country,Is_Valid_PIN
4362,Vadodara,Gujarat,391340,IN,True
4363,Eranholi,Kerala,670107,IN,True
4364,Thiruvananthapuram,Kerala,695040,IN,True
4365,Puruliya,West Bengal,723101,IN,True
4366,Sujangarh,Rajasthan,331507,IN,True
4367,Chelakkara,Kerala,680586,IN,True
4368,Bangalore,Karnataka,560017,IN,True
4369,Kohlapur,Maharashtra,416118,IN,True
4370,Chennai,Tamil Nadu,600027,IN,True
4371,Tilhar,Uttar Pradesh,242307,IN,True
4372,Malappuram,Kerala,676503,IN,True
4373,Dubbak,Telangana,502108,IN,True
4374,Haora,West Bengal,711101,IN,True
4375,Tiruvannamalai,Tamil Nadu,606901,IN,True
4376,Udupi,Karnataka,576106,IN,True
4377,Kalimpong,West Bengal,734311,IN,True
4378,Golaghat,Assam,785699,IN,True
4379,Jaunpur,Uttar Pradesh,222141,IN,True
4380,Pimpri Chinchwad,Maharashtra,411039,IN,True
4381,Raghunalhi Bcmc Layout,Karnataka,560062,IN,True
4382,Khammam,Telangana,507209,IN,True
4383,Tirur,Kerala,676101,IN,True
4384,Porvorim Bardez,Goa,403511,IN,True
4385,"Ponkunnam, Kottayam District",Kerala,686504,IN,True
4386,Suryapet,Telangana,508213,IN,True
4387,Aliganj,Uttar Pradesh,207247,IN,True
4388,Palai,Kerala,686575,IN,True
4389,Madanganj-Kishangarh  Ajmer,Rajasthan,305801,IN,True
4390,Thrippunithura,Kerala,682309,IN,True
4391,Jaipur,Rajasthan,302005,IN,True
4392,"Maduravoyal,Chennai",Tamil Nadu,600095,IN,True
4393,Sambalpur,Odisha,768200,IN,True
4394,Bhilai,Chhattisgarh,491107,IN,True
4395,Alappuzha,Kerala,690517,IN,True
4396,Polba Dadpur,West Bengal,712305,IN,True
4397,Bhiwandi,Maharashtra,421311,IN,True
4398,Thiruvalla,Kerala,689115,IN,True
4399,Chennai,Tamil Nadu,603203,IN,True
4400,Seraulim,Goa,403708,IN,True
4401,Delhi,Delhi,110088,IN,True
4402,"Ambarnath, West",Maharashtra,421501,IN,True
4403,Sonepur,Bihar,841101,IN,True
4404,Mangalore,Karnataka,575001,IN,True
4405,Chennai,Tamil Nadu,603211,IN,True
4406,Srikalahasti,Andhra Pradesh,517644,IN,True
4407,Nuzvid,Andhra Pradesh,521201,IN,True
4408,Silchar,Assam,788001,IN,True
4409,Thane,Maharashtra,401303,IN,True
4410,Chikballapur,Karnataka,562101,IN,True
4411,Kuthuparamba,Kerala,670643,IN,True
4412,Amravati,Maharashtra,444602,IN,True
4413,Kanchipuram,Tamil Nadu,600100,IN,True
4414,Dombivali,Maharashtra,421202,IN,True
4415,Kalamassery,Kerala,682030,IN,True
4416,Darbhanga,Bihar,846004,IN,True
4417,Gudalur The Nilgiris District,Tamil Nadu,643212,IN,True
4418,Bakulia,Assam,782482,IN,True
4419,Konnagar,West Bengal,712246,IN,True
4420,Greater Noida,Uttar Pradesh,201307,IN,True
4421,Kolkata,West Bengal,700049,IN,True
4422,Jamshedpur,Jharkhand,831001,IN,True
4423,Ichapur,West Bengal,743144,IN,True
4424,Sanaur,Punjab,147103,IN,True
4425,Kollam,Kerala,691011,IN,True
4426,Jamuria,West Bengal,713336,IN,True
4427,Bangalore,Karnataka,560097,IN,True
4428,Kolkata,West Bengal,700135,IN,True
4429,Honavar,Karnataka,581361,IN,True
4430,Bilaspur,Chhattisgarh,495006,IN,True
4431,Bhayandar East,Maharashtra,401105,IN,True
4432,Silchar,Assam,788006,IN,True
4433,Varkala,Kerala,695143,IN,True
4434,Satara,Maharashtra,415205,IN,True
4435,Patna,Bihar,801113,IN,True
4436,Shamli,Uttar Pradesh,251305,IN,True
4437,Unai,Gujarat,396590,IN,True
4438,Narasannapeta,Andhra Pradesh,532421,IN,True
4439,Bengaluru,Karnataka,560039,IN,True
4440,Tiruppur,Tamil Nadu,641606,IN,True
4441,Jhabua,Madhya Pradesh,457661,IN,True
4442,Barkakana,Jharkhand,829103,IN,True
4443,Haveri,Karnataka,581116,IN,True
4444,Raigarh Town,Chhattisgarh,496001,IN,True
4445,Warud,Maharashtra,444906,IN,True
4446,Anand,Gujarat,388430,IN,True
4447,Gummidipoondi,Tamil Nadu,601201,IN,True
4448,"Jillelguda , Meerpet , Hyderabad",Telangana,500097,IN,True
4449,Puthur,Kerala,680317,IN,True
4450,Petlad,Gujarat,388480,IN,True
4451,Bengaluru,Karnataka,562149,IN,True
4452,Guledgudda,Karnataka,587203,IN,True
4453,Kangra,Himachal Pradesh,176103,IN,True
4454,Guntur,Andhra Pradesh,522414,IN,True
4455,Town,Tamil Nadu,605102,IN,True
4456,Cherthala,Kerala,688530,IN,True
4457,Anakapalle,Andhra Pradesh,531011,IN,True
4458,Palwancha,Telangana,507115,IN,True
4459,Vikas Puri,Delhi,110018,IN,True
4460,Amravati,Maharashtra,444604,IN,True
4461,Katra Shahjahanpur District,Uttar Pradesh,242301,IN,True
4462,Jammu,Jammu and Kashmir,181205,IN,True
4463,Madurai,Tamil Nadu,625012,IN,True
4464,Srinagar,Jammu and Kashmir,190019,IN,True
4465,Bengaluru,Karnataka,560080,IN,True
4466,Narela Delhi,Delhi,110040,IN,True
4467,Mangaluru,Karnataka,575013,IN,True
4468,Kotputli,Rajasthan,303108,IN,True
4469,Vikramasingapuram,Tamil Nadu,627428,IN,True
4470,Sangrur,Punjab,148001,IN,True
4471,Nawalgarh,Rajasthan,333304,IN,True
4472,Belagavi,Karnataka,591242,IN,True
4473,Khardah,West Bengal,700118,IN,True
4474,Noida,Uttar Pradesh,201313,IN,True
4475,Kunjathur,Kerala,671323,IN,True
4476,Khammam,Telangana,507302,IN,True
4477,Damoh,Madhya Pradesh,470661,IN,True
4478,Chattukappara,Kerala,670592,IN,True
4479,Edappally,Kerala,682024,IN,True
4480,Mavoor,Kerala,673602,IN,True
4481,Visnagar,Gujarat,384315,IN,True
4482,Nagpur,Maharashtra,440018,IN,True
4483,Ahemadabad,Gujarat,380028,IN,True
4484,Bazpur,Uttarakhand,262401,IN,True
4485,Vijayapura,Karnataka,562135,IN,True
4486,Brahmapuri,Maharashtra,441206,IN,True
4487,Banganlore,Karnataka,560064,IN,True
4488,Hosur / Krishnagiri District,Tamil Nadu,635103,IN,True
4489,Tirunelveli,Tamil Nadu,627011,IN,True
4490,Kolhapur,Maharashtra,416213,IN,True
4491,New Delhi,Delhi,110040,IN,True
4492,Dehradun,Uttarakhand,248013,IN,True
4493,Boudh,Odisha,762016,IN,True
4494,Motbung,Manipur,795107,IN,True
4495,Karamadai,Tamil Nadu,641019,IN,True
4496,Nazra,West Bengal,743375,IN,True
4497,Kannur,Kerala,670561,IN,True
4498,Vadodara,Gujarat,391320,IN,True
4499,Tandur,Telangana,501141,IN,True
4500,Gurugram,Haryana,122051,IN,True
4501,Mandsaur,Madhya Pradesh,458002,IN,True
4502,Khairabad Mau District,Uttar Pradesh,276403,IN,True
4503,Hyderabad,Telangana,500088,IN,True
4504,Niuland,Nagaland,797112,IN,True
4505,Kolkata 700104,West Bengal,700104,IN,True
4506,Anantnag,Jammu and Kashmir,192101,IN,True
4507,Naya Nangal,Punjab,140126,IN,True
4508,"Baramati,Pune",Maharashtra,413102,IN,True
4509,Bankura,West Bengal,722150,IN,True
4510,Coimbatore,Tamil Nadu,641001,IN,True
4511,Ghatal,West Bengal,721212,IN,True
4512,Khalilabad,Uttar Pradesh,272175,IN,True
4513,Hathras,Uttar Pradesh,204101,IN,True
4514,Arasur,Tamil Nadu,641407,IN,True
4515,Kamptee,Maharashtra,441001,IN,True
4516,Ganjam,Odisha,760004,IN,True
4517,Kolhapur,Maharashtra,416505,IN,True
4518,Kakinada,Andhra Pradesh,533004,IN,True
4519,Gaya,Bihar,823002,IN,True
4520,Delhi,Delhi,110084,IN,True
4521,Annavaram,Andhra Pradesh,533406,IN,True
4522,Dharamgarh,Odisha,766015,IN,True
4523,Ponjassery Perumbavoor,Kerala,683547,IN,True
4524,"Devgad, Sindhudurg",Maharashtra,416811,IN,True
4525,Kattappana,Kerala,685515,IN,True
4526,Bhunter,Himachal Pradesh,175125,IN,True
4527,Silchar,Assam,788005,IN,True
4528,Guntur,Andhra Pradesh,522111,IN,True
4529,Purnia,Bihar,854326,IN,True
4530,City,Delhi,110062,IN,True
4531,Nalbari,Assam,781353,IN,True
4532,Vellore,Tamil Nadu,632602,IN,True
4533,Bidadi,Karnataka,562109,IN,True
4534,Kolkata,West Bengal,700067,IN,True
4535,Pathanamthitta,Kerala,689646,IN,True
4536,Goa Velha,Goa,403104,IN,True
4537,Seoni,Madhya Pradesh,480888,IN,True
4538,Gadag,Karnataka,582103,IN,True
4539,"Nallapadu, Guntur",Andhra Pradesh,522005,IN,True
4540,Bokajan,Assam,782480,IN,True
4541,Lakhimpur,Uttar Pradesh,261506,IN,True
4542,Tadpatri,Andhra Pradesh,515411,IN,True
4543,Bhopal,Madhya Pradesh,462003,IN,True
4544,Virudhunagar,Tamil Nadu,626001,IN,True
4545,Tiruvannamalai,Tamil Nadu,606601,IN,True
4546,Vellakoil,Tamil Nadu,638111,IN,True
4547,"Tekkali, Srikakulam",Andhra Pradesh,532201,IN,True
4548,Birbhum,West Bengal,731213,IN,True
4549,Aralvaimozhi,Tamil Nadu,629301,IN,True
4550,Pathalgaon,Chhattisgarh,496118,IN,True
4551,Haveri,Karnataka,581205,IN,True
4552,Kolambe,Karnataka,574151,IN,True
4553,Kunnathunad,Kerala,682303,IN,True
4554,Bankra,West Bengal,711403,IN,True
4555,"Bhubaneshwar, Odisha",Odisha,751010,IN,True
4556,"Pavnar , Wardha",Maharashtra,442111,IN,True
4557,Kanchipuram,Tamil Nadu,600061,IN,True
4558,Kanpur Dehat,Uttar Pradesh,209115,IN,True
4559,Kiriburu,Jharkhand,833223,IN,True
4560,Kollam,Kerala,691012,IN,True
4561,Banka,Bihar,813205,IN,True
4562,Berhampur,Odisha,760004,IN,True
4563,Sivaganga,Tamil Nadu,630551,IN,True
4564,Chalakudy,Kerala,680307,IN,True
4565,Delhi,Delhi,110094,IN,True
4566,Malda,West Bengal,732209,IN,True
4567,Dostpur,Uttar Pradesh,228131,IN,True
4568,Pathanamthitta,Kerala,689691,IN,True
4569,Gurmatkal,Karnataka,585214,IN,True
4570,Dombivli,Maharashtra,421203,IN,True
4571,Srinagar,Jammu and Kashmir,190017,IN,True
4572,Ottappalam,Kerala,679504,IN,True
4573,"Sahar Road, Andheri-East, Mumbai",Maharashtra,400069,IN,True
4574,Onda,Goa,403530,IN,True
4575,Near Nahur Railway Station Nahur  East Mumbai,Maharashtra,400042,IN,True
4576,Mohadi Midc,Maharashtra,441909,IN,True
4577,Kozhikode,Kerala,673029,IN,True
4578,Amroha,Uttar Pradesh,244221,IN,True
4579,Barabanki,Uttar Pradesh,225003,IN,True
4580,Pakyong,Sikkim,737106,IN,True
4581,Kolhapur,Maharashtra,416006,IN,True
4582,Ottappalam,Kerala,679102,IN,True
4583,Visakhapatnam,Andhra Pradesh,530014,IN,True
4584,Soreng,Sikkim,737121,IN,True
4585,Muvattupuzha,Kerala,686661,IN,True
4586,Marcel,Goa,403107,IN,True
4587,Gurugram,Haryana,122052,IN,True
4588,Vashi,Maharashtra,400703,IN,True
4589,Sawai Madhopur,Rajasthan,322001,IN,True
4590,Kudus,Maharashtra,421312,IN,True
4591,Kumarapuram,Kerala,690514,IN,True
4592,Elchuru,Andhra Pradesh,523303,IN,True
4593,"Abhayapuri, Bongaigaon",Assam,783384,IN,True
4594,Kundapura,Karnataka,576231,IN,True
4595,Supa Midc,Maharashtra,414301,IN,True
4596,Diphu,Assam,782460,IN,True
4597,Nalbari,Assam,781346,IN,True
4598,Bhinga,Uttar Pradesh,271831,IN,True
4599,Kannamangalam Alappuzha District,Kerala,690106,IN,True
4600,Malda,West Bengal,732202,IN,True
4601,Latur,Maharashtra,413531,IN,True
4602,Guntur,Andhra Pradesh,522613,IN,True
4603,Muzaffarnagar,Uttar Pradesh,251002,IN,True
4604,Howrah,West Bengal,711105,IN,True
4605,Chowwara,Kerala,683574,IN,True
4606,Manipuzha Kottayam,Kerala,686012,IN,True
4607,Khairi,Himachal Pradesh,176325,IN,True
4608,Chelpur,Telangana,506168,IN,True
4609,Jodhpur,Rajasthan,342015,IN,True
4610,Dhar,Madhya Pradesh,454001,IN,True
4611,Solapur,Maharashtra,413004,IN,True
4612,Pundri,Haryana,136042,IN,True
4613,Nallasopara (East),Maharashtra,401209,IN,True
4614,Hyderabad,Andhra Pradesh,500008,IN,True
4615,Rajahmundry,Andhra Pradesh,533107,IN,True
4616,Guwahati,Assam,781038,IN,True
4617,Baripada,Odisha,757107,IN,True
4618,Fatehgarh Panjtoor,Punjab,142043,IN,True
4619,Gonda,Uttar Pradesh,271202,IN,True
4620,Avinashi,Tamil Nadu,641654,IN,True
4621,Ambedkar Nagar,Uttar Pradesh,224147,IN,True
4622,Namakkal,Tamil Nadu,637003,IN,True
4623,Mudigere,Karnataka,577132,IN,True
4624,Kalyan-Dombivli,Maharashtra,421202,IN,True
4625,Patna,Bihar,800027,IN,True
4626,Greater Noida,Uttar Pradesh,201312,IN,True
4627,Anugul,Odisha,759122,IN,True
4628,Chennai,Tamil Nadu,600124,IN,True
4629,Sagar,West Bengal,743373,IN,True
4630,Mandya,Karnataka,571448,IN,True
4631,Bengaluru,Karnataka,560089,IN,True
4632,Vaishali,Bihar,844124,IN,True
4633,Khalapur,Maharashtra,410203,IN,True
4634,Kangra,Himachal Pradesh,176115,IN,True
4635,Vadakara,Kerala,673105,IN,True
4636,Puttur,Karnataka,574230,IN,True
4637,Changanacherry,Kerala,686102,IN,True
4638,Thatipaka,Andhra Pradesh,533249,IN,True
4639,Kashimnagar,West Bengal,731221,IN,True
4640,Dibrugarh,Assam,786005,IN,True
4641,Kozhikode,Kerala,673611,IN,True
4642,Kozhikode,Kerala,673017,IN,True
4643,Ponkunnam (Kottayam),Kerala,686506,IN,True
4644,Kollam,Kerala,691310,IN,True
4645,"Madhu Vihar, Lucknow Kanpur Highway",Uttar Pradesh,209859,IN,True
4646,Dalhousie,Himachal Pradesh,176305,IN,True
4647,Jhajjar,Haryana,124507,IN,True
4648,"Kakkad, Mukkam, Kozhikode",Kerala,673602,IN,True
4649,Guna,Madhya Pradesh,473001,IN,True
4650,Bangalore,Karnataka,560040,IN,True
4651,Rohtak 124001,Haryana,124001,IN,True
4652,"Kanjirapally, Kottayam",Kerala,686520,IN,True
4653,Salem,Tamil Nadu,636007,IN,True
4654,Shiroda,Goa,403103,IN,True
4655,Raghunathganj,West Bengal,742235,IN,True
4656,Pathanamthitta,Kerala,689532,IN,True
4657,Musafirkhana,Uttar Pradesh,227813,IN,True
4658,Kottayam,Kerala,686633,IN,True
4659,Aligarh,Uttar Pradesh,202281,IN,True
4660,Charummoodu,Kerala,690505,IN,True
4661,Panruti,Tamil Nadu,607106,IN,True
4662,Puthur,Kerala,680014,IN,True
4663,Thiruvananthapuram,Kerala,695023,IN,True
4664,Kota,Andhra Pradesh,524411,IN,True
4665,Old Alwal  Secunderabad,Telangana,500010,IN,True
4666,Basudebpur Purba Medinipur District,West Bengal,721422,IN,True
4667,Jamshedpur,Jharkhand,832110,IN,True
4668,Calicut,Kerala,673633,IN,True
4669,Kharagpur,West Bengal,721302,IN,True
4670,Madurai,Tamil Nadu,625702,IN,True
4671,Nagaur,Rajasthan,341001,IN,True
4672,Serampore,West Bengal,712203,IN,True
4673,Itarsi,Madhya Pradesh,461111,IN,True
4674,Gobra Nawapara,Chhattisgarh,493881,IN,True
4675,Kareli,Madhya Pradesh,487221,IN,True
4676,Kolkata,West Bengal,700030,IN,True
4677,Yellandu,Telangana,507123,IN,True
4678,Udupi,Karnataka,576102,IN,True
4679,Chennai,Tamil Nadu,600019,IN,True
4680,Silchar,Assam,788009,IN,True
4681,Srinagar,Jammu and Kashmir,191101,IN,True
4682,Dombivli East,Maharashtra,421204,IN,True
4683,Alamcode Malappuram District,Kerala,679585,IN,True
4684,Pachmarhi,Madhya Pradesh,461881,IN,True
4685,Rangia,Assam,781354,IN,True
4686,Biharsharif,Bihar,803118,IN,True
4687,Jodhpur,Rajasthan,342011,IN,True
4688,Bengaluru South,Karnataka,560037,IN,True
4689,Bangalore,Karnataka,560005,IN,True
4690,Milakpur,Haryana,127032,IN,True
4691,Nagbhid,Maharashtra,441205,IN,True
4692,Guwahati,Assam,781040,IN,True
4693,Bindki,Uttar Pradesh,212631,IN,True
4694,Itanagar,Arunachal Pradesh,791109,IN,True
4695,Trikaripur,Kerala,671349,IN,True
4696,Adinad,Kerala,690542,IN,True
4697,Hospet,Karnataka,583201,IN,True
4698,Malkajgiri,Telangana,500047,IN,True
4699,Mandi,Himachal Pradesh,175021,IN,True
4700,Thodupuzha,Kerala,685583,IN,True
4701,Pune,Maharashtra,411018,IN,True
4702,Bareilly,Uttar Pradesh,243002,IN,True
4703,Shevgaon,Maharashtra,414502,IN,True
4704,Benaulim,Goa,403716,IN,True
4705,Elappara,Kerala,685501,IN,True
4706,South West Delhi,Delhi,110016,IN,True
4707,Araria,Bihar,854311,IN,True
4708,Dharmapuri,Telangana,505425,IN,True
4709,Palakkad,Kerala,678631,IN,True
4710,Talcher,Odisha,759100,IN,True
4711,Jalpaiguri,West Bengal,735101,IN,True
4712,Cochin,Kerala,682002,IN,True
4713,Buxar,Bihar,802103,IN,True
4714,Shillong,Meghalaya,793005,IN,True
4715,Mangaluru,Karnataka,575004,IN,True
4716,Bathery,Kerala,673596,IN,True
4717,Kodakara,Kerala,680684,IN,True
4718,Shillong,Meghalaya,793009,IN,True
4719,Kannamangalam Alappuzha District,Kerala,690103,IN,True
4720,Chandrapur,Maharashtra,442402,IN,True
4721,Nuvem,Goa,403604,IN,True
4722,Arakonam,Tamil Nadu,631001,IN,True
4723,Ernakulam,Kerala,682506,IN,True
4724,Jamnagar,Gujarat,361140,IN,True
4725,Palakkad,Kerala,678506,IN,True
4726,Murwara Katni,Madhya Pradesh,483501,IN,True
4727,Kollam,Kerala,691007,IN,True
4728,Kadapa,Andhra Pradesh,516390,IN,True
4729,Bahadrabad Gas Plant Haridwar,Uttarakhand,249403,IN,True
4730,Bangalore,Karnataka,560045,IN,True
4731,Bareilly,Uttar Pradesh,243003,IN,True
4732,Erode,Tamil Nadu,638011,IN,True
4733,Pareo,Bihar,802160,IN,True
4734,Kanniyakumari,Tamil Nadu,629851,IN,True
4735,Imphal,Manipur,795010,IN,True
4736,Puducherry,Puducherry,605011,IN,True
4737,Jammu,Jammu and Kashmir,180012,IN,True
4738,Cherthala,Kerala,688531,IN,True
4739,Gurugram,Haryana,122008,IN,True
4740,Khunti,Jharkhand,835210,IN,True
4741,Haveri,Karnataka,581110,IN,True
4742,Betul,Madhya Pradesh,460447,IN,True
4743,Secunderabad.,Telangana,500015,IN,True
4744,Jamai,Madhya Pradesh,480551,IN,True
4745,Guntur  District,Andhra Pradesh,522265,IN,True
4746,Tirunelveli,Tamil Nadu,627007,IN,True
4747,Barbigha,Bihar,811101,IN,True
4748,Kanhirode,Kerala,670592,IN,True
4749,Raipur,Chhattisgarh,492008,IN,True
4750,Vazhapadi,Tamil Nadu,636111,IN,True
4751,Bengaluru,Karnataka,560074,IN,True
4752,Nuh,Haryana,122107,IN,True
4753,Shahdol,Madhya Pradesh,484114,IN,True
4754,Hyderabad,Telangana,502336,IN,True
4755,Bangalore,Karnataka,560084,IN,True
4756,Bhiwani,Haryana,127020,IN,True
4757,Salem,Tamil Nadu,636302,IN,True
4758,Torangallu,Karnataka,583275,IN,True
4759,Warangal,Telangana,506004,IN,True
4760,Hyderabad,Telangana,500077,IN,True
4761,Nashik,Maharashtra,422012,IN,True
4762,Mumbai 400070,Maharashtra,400070,IN,True
4763,Challapalle,Andhra Pradesh,521126,IN,True
4764,Kozhikode,Kerala,673020,IN,True
4765,Thiruvananthapuram,Kerala,695008,IN,True
4766,Pantheeramkavu,Kerala,673019,IN,True
4767,Shahjahanpur,Uttar Pradesh,242127,IN,True
4768,Karkal,Karnataka,574110,IN,True
4769,Virudhunagar,Tamil Nadu,626117,IN,True
4770,53Miles,Himachal Pradesh,176056,IN,True
4771,Mysore,Karnataka,570004,IN,True
4772,"Mudichur,Chennai",Tamil Nadu,600048,IN,True
4773,Navsari,Gujarat,396450,IN,True
4774,Pune,Maharashtra,412202,IN,True
4775,"Mondh , Bhadohi",Uttar Pradesh,221406,IN,True
4776,Ambattur,Tamil Nadu,600053,IN,True
4777,Secundrabad,Telangana,500061,IN,True
4778,Muniyappan Kovil,Tamil Nadu,637303,IN,True
4779,Cuttack,Odisha,754021,IN,True
4780,Sehore,Madhya Pradesh,466001,IN,True
4781,Tiruppur,Tamil Nadu,641652,IN,True
4782,Hooghly,West Bengal,712248,IN,True
4783,Jamshedpur,Jharkhand,831002,IN,True
4784,Coimbatore 641041,Tamil Nadu,641041,IN,True
4785,Bakhri,Bihar,848201,IN,True
4786,Murshidabad,West Bengal,742226,IN,True
4787,Gangtok,Sikkim,737102,IN,True
4788,Sangole,Maharashtra,413309,IN,True
4789,Chennai -600053,Tamil Nadu,600053,IN,True
4790,Kanhangad,Kerala,671314,IN,True
4791,Guwahati,Assam,781037,IN,True
4792,Zira,Punjab,142047,IN,True
4793,Alangad,Kerala,683511,IN,True
4794,Berhampore,West Bengal,742149,IN,True
4795,Dhanaura,Uttar Pradesh,244231,IN,True
4796,Udupi,Karnataka,576107,IN,True
4797,"Pudupakkam Village, Siruseri",Tamil Nadu,603103,IN,True
4798,Jadugora,Jharkhand,832102,IN,True
4799,"Kattanam  , Allepy",Kerala,690503,IN,True
4800,New Delhi,Delhi,110071,IN,True
4801,Siruguppa,Karnataka,583121,IN,True
4802,Ernakulam,Kerala,683562,IN,True
4803,Bengaluru 560064,Karnataka,560064,IN,True
4804,Sagar,Madhya Pradesh,470001,IN,True
4805,Tundla Kham,Uttar Pradesh,283204,IN,True
4806,"Hajipur, Vaishali",Bihar,844101,IN,True
4807,Thimmarayagowda Layout Banashankari 3Rd Statge,Karnataka,560085,IN,True
4808,Karwi,Uttar Pradesh,210205,IN,True
4809,Bhopal,Madhya Pradesh,462021,IN,True
4810,Kudal,Maharashtra,416520,IN,True
4811,Kota,Rajasthan,324008,IN,True
4812,Riico Industrial Area Gudli,Rajasthan,313201,IN,True
4813,Jaipur,Rajasthan,303301,IN,True
4814,Kolkata,West Bengal,700110,IN,True
4815,Kharghar,Maharashtra,410210,IN,True
4816,Kalyan West,Maharashtra,421311,IN,True
4817,Chengalpattu,Tamil Nadu,603003,IN,True
4818,Vythiri,Kerala,673591,IN,True
4819,Andipatti,Tamil Nadu,625512,IN,True
4820,Palakkad,Kerala,678007,IN,True
4821,Uttar Kamakhyaguri,West Bengal,736202,IN,True
4822,Jhansi,Uttar Pradesh,284128,IN,True
4823,Cochin,Kerala,682024,IN,True
4824,Mangaluru,Karnataka,575008,IN,True
4825,Ismailabad,Haryana,136129,IN,True
4826,Khambhat,Gujarat,388620,IN,True
4827,Kaladhungi,Uttarakhand,263139,IN,True
4828,Maihar,Madhya Pradesh,485771,IN,True
4829,Kochi,Kerala,682507,IN,True
4830,Nawabganj,Uttar Pradesh,225204,IN,True
4831,Perambakkam,Tamil Nadu,631402,IN,True
4832,Gurugram,Haryana,122005,IN,True
4833,Talasari,Maharashtra,401606,IN,True
4834,Rajsamand,Rajasthan,313329,IN,True
4835,Pollachi,Tamil Nadu,642104,IN,True
4836,Amravati,Maharashtra,444607,IN,True
4837,Nawanshahr,Punjab,144514,IN,True
4838,Mettur,Tamil Nadu,636401,IN,True
4839,Panaji,Goa,403004,IN,True
4840,Bangarapet,Karnataka,563114,IN,True
4841,Chitranjan,West Bengal,713331,IN,True
4842,Bharatpur,Rajasthan,321001,IN,True
4843,Thane (W),Maharashtra,400610,IN,True
4844,Vasind,Maharashtra,421601,IN,True
4845,"Perunna, Changanacherry, Kottayam",Kerala,686102,IN,True
4846,Tiruvallur,Tamil Nadu,600060,IN,True
4847,Dindori,Maharashtra,422202,IN,True
4848,Thalore Thrissur,Kerala,680306,IN,True
4849,Kanpur,Uttar Pradesh,208023,IN,True
4850,South Goa,Goa,403604,IN,True
4851,Raipur,Chhattisgarh,492004,IN,True
4852,Quepem,Goa,403705,IN,True
4853,Thane Mumbai,Maharashtra,401107,IN,True
4854,Tuticorin,Tamil Nadu,628101,IN,True
4855,Kottayam,Kerala,686010,IN,True
4856,Baharagora,Jharkhand,832101,IN,True
4857,Salbani,West Bengal,721132,IN,True
4858,Hukeri,Karnataka,591309,IN,True
4859,Kandla,Gujarat,370210,IN,True
4860,Vijayawada,Andhra Pradesh,521101,IN,True
4861,Warangal,Telangana,506349,IN,True
4862,Kalka,Haryana,133302,IN,True
4863,Ahmedabad,Gujarat,382455,IN,True
4864,Garhshankar,Punjab,144532,IN,True
4865,Jhalrapatan,Rajasthan,326023,IN,True
4866,Naidupeta,Andhra Pradesh,524126,IN,True
4867,Tathawade  Pune,Maharashtra,411033,IN,True
4868,Thrikakara,Kerala,682021,IN,True
4869,Nidadavole,Andhra Pradesh,534301,IN,True
4870,Thrissur,Kerala,680501,IN,True
4871,Khardaha,West Bengal,700112,IN,True
4872,Khardaha,West Bengal,700117,IN,True
4873,Dehradun,Uttarakhand,248197,IN,True
4874,Kanjikode Industrial Area,Kerala,678623,IN,True
4875,Haldwani District Nainital,Uttarakhand,263139,IN,True
4876,Kothapalle,Andhra Pradesh,533447,IN,True
4877,Varanasi,Uttar Pradesh,221004,IN,True
4878,Panachikkad,Kerala,686531,IN,True
4879,Deralakatte,Karnataka,575018,IN,True
4880,Mirzapur,Uttar Pradesh,231304,IN,True
4881,Madhira,Telangana,507203,IN,True
4882,Sikandra Rao,Uttar Pradesh,204215,IN,True
4883,Guwahatiguwahati,Assam,781005,IN,True
4884,Baripada,Odisha,757001,IN,True
4885,Ahmedabad 380014,Gujarat,380014,IN,True
4886,Ahmednagar,Maharashtra,414003,IN,True
4887,"Hanamkonda, Warangal Urban",Telangana,506001,IN,True
4888,New Delhi,Delhi,110066,IN,True
4889,Konni,Kerala,689691,IN,True
4890,Kanjirapilly,Kerala,686508,IN,True
4891,Lucknow,Uttar Pradesh,226023,IN,True
4892,Khanapur,Maharashtra,415307,IN,True
4893,Raipur,Chhattisgarh,492015,IN,True
4894,Kosi Kalan,Uttar Pradesh,281403,IN,True
4895,Jamalpur,Bihar,811214,IN,True
4896,Rampurhat Ii,West Bengal,731217,IN,True
4897,Jamnagar,Gujarat,361008,IN,True
4898,Murum,Maharashtra,413605,IN,True
4899,"Vashi, New Mumbai.",Maharashtra,400703,IN,True
4900,Trivandurm,Kerala,695023,IN,True
4901,Haflong,Assam,788819,IN,True
4902,Panjim,Goa,403521,IN,True
4903,Amalapuram,Andhra Pradesh,533210,IN,True
4904,Mumbai,Maharashtra,400615,IN,True
4905,Pallikoda,Tamil Nadu,635809,IN,True
4906,Ponnamaravathi,Tamil Nadu,622407,IN,True
4907,Pandharpur,Maharashtra,413304,IN,True
4908,Bheemunipatnam,Andhra Pradesh,531163,IN,True
4909,Mysuru,Karnataka,570028,IN,True
4910,"Khandavalli, Peravali Mandal, West Godavari",Andhra Pradesh,534330,IN,True
4911,Gandhinagar,Gujarat,382421,IN,True
4912,"Thane West ,Majiwade",Maharashtra,400601,IN,True
4913,Chirala,Andhra Pradesh,523157,IN,True
4914,Parvathipuram,Andhra Pradesh,535522,IN,True
4915,Goraya,Punjab,144409,IN,True
4916,Coimbatore,Tamil Nadu,641036,IN,True
4917,Changodar Gidc,Gujarat,382213,IN,True
4918,Chakia,Bihar,845412,IN,True
4919,Pune,Maharashtra,410501,IN,True
